slot_id,piso,posicion,tipo_slot,reservado_mensual,ocupado,patente,hora_entrada,tipo_vehiculo
1,0,0,2,False,False,,None,0
2,0,1,2,False,False,,None,0
3,0,2,2,False,False,,None,0
4,0,3,2,False,False,,None,0
5,0,4,2,False,False,,None,0
6,0,5,2,False,False,,None,0
7,1,0,2,False,False,,None,0
8,1,1,2,False,False,,None,0
9,1,2,2,False,False,,None,0
10,1,3,2,False,False,,None,0
11,1,4,2,False,False,,None,0
12,1,5,2,False,False,,None,0
13,2,0,2,False,False,,None,0
14,2,1,2,False,False,,None,0
15,2,2,2,False,False,,None,0
16,2,3,2,False,False,,None,0
17,2,4,2,False,False,,None,0
18,2,5,2,False,False,,None,0
19,3,0,2,False,False,,None,0
20,3,1,2,False,False,,None,0
21,3,2,1,False,False,,None,0
22,3,3,1,False,False,,None,0
23,3,4,1,False,False,,None,0
24,3,5,1,False,False,,None,0
25,4,0,1,False,False,,None,0
26,4,1,1,False,False,,None,0
27,4,2,1,False,False,,None,0
28,4,3,1,False,False,,None,0
29,4,4,1,False,False,,None,0
30,4,5,1,False,False,,None,0
31,5,0,1,False,False,,None,0
32,5,1,1,False,False,,None,0
33,5,2,1,False,False,,None,0
34,5,3,1,False,False,,None,0
35,5,4,1,False,False,,None,0
36,5,5,1,False,False,,None,0
37,6,0,1,False,False,,None,0
38,6,1,1,False,False,,None,0
39,6,2,1,False,False,,None,0
40,6,3,1,False,False,,None,0
41,6,4,3,False,False,,None,0
42,6,5,3,False,False,,None,0
43,7,0,3,False,False,,None,0
44,7,1,3,False,False,,None,0
45,7,2,3,False,False,,None,0
46,7,3,3,False,False,,None,0
47,7,4,3,False,False,,None,0
48,7,5,3,False,False,,None,0
49,8,0,3,False,False,,None,0
50,8,1,3,False,False,,None,0
51,8,2,3,False,False,,None,0
52,8,3,3,False,False,,None,0
53,8,4,3,False,False,,None,0
54,8,5,3,False,False,,None,0
55,9,0,3,False,False,,None,0
56,9,1,3,False,False,,None,0
57,9,2,3,False,False,,None,0
58,9,3,3,False,False,,None,0
59,9,4,3,False,False,,None,0
60,9,5,3,False,False,,None,0
